group,datasetName,datasetId,formula,adduct,chemMod,ion,mz,msm,fdr,rhoSpatial,rhoSpectral,rhoChaos,moleculeNames,moleculeIds,minIntensity,maxIntensity,totalIntensity,offSample,rawOffSampleProb,isomerIons,isobarIons
UTHSA,1-0_Sec5_S5_SM_Neg_20220511_GZ,2022-05-12_06h14m15s,C10H17N2O5,M+Cl,,C10H17N2O5+Cl-,280.0831087,0.0190762,0.5,0.021574031,0.896525252,0.98627451,Valyl-Glutamate,HMDB0029126,0,683.9702759,37961.95703,TRUE,0.986724734,,"C13H16N2O3S-H-, C15H16O3+Cl-"
UTHSA,1-0_Sec5_S5_SM_Neg_20220511_GZ,2022-05-12_06h14m15s,C17H26O6S,M-H,,C17H26O6S-H-,357.1376936,0.0190607,0.5,0.020491078,0.936057223,0.993739837,6-Gingesulfonic acid,HMDB0038999,0,990.826355,199148.75,TRUE,0.997994184,,
UTHSA,1-0_Sec5_S5_SM_Neg_20220511_GZ,2022-05-12_06h14m15s,C12H22N4O5,M+Cl,,C12H22N4O5+Cl-,337.1283819,0.0190222,0.5,0.020960455,0.909459853,0.99787415,Neuromedin B (1-3),HMDB0013016,0,1083.825195,174893.2188,FALSE,0.08260797,,
UTHSA,1-0_Sec5_S5_SM_Neg_20220511_GZ,2022-05-12_06h14m15s,C9H14O6,M-H,,C9H14O6-H-,217.0717225,0.0190149,0.5,0.019814393,0.971006739,0.988303821,Triacetin,HMDB0029592,0,3413.420166,1059326.125,TRUE,0.997552812,,
UTHSA,1-0_Sec5_S5_SM_Neg_20220511_GZ,2022-05-12_06h14m15s,C28H32O6,M-H,,C28H32O6-H-,463.212573,0.0190083,0.5,0.021036394,0.906513858,0.996774194,"Dulciol B, Dulciol A, Garcinone E","HMDB0029989, HMDB0029990, HMDB0033316",0,1207.049805,227469.0469,TRUE,0.999562323,,
UTHSA,1-0_Sec5_S5_SM_Neg_20220511_GZ,2022-05-12_06h14m15s,C17H26N8O5,M-H,,C17H26N8O5-H-,421.1953003,0.0188821,0.5,0.020179401,0.941300201,0.994063927,Blasticidin S,HMDB0030452,0,1161.77063,280150.4063,TRUE,0.999123991,,
UTHSA,1-0_Sec5_S5_SM_Neg_20220511_GZ,2022-05-12_06h14m15s,C23H29NO8,M+Cl,,C23H29NO8+Cl-,482.1586789,0.0188618,0.5,0.02243477,0.841565486,0.999019608,Hydromorphone-3-glucoside,HMDB0061144,0,1295.223633,155223.9375,TRUE,0.996061265,,C21H29N3O8S-H-
UTHSA,1-0_Sec5_S5_SM_Neg_20220511_GZ,2022-05-12_06h14m15s,C18H18N2O7,M+Cl,,C18H18N2O7+Cl-,409.080763,0.0188399,0.5,0.0224576,0.849901537,0.98706621,Portulacaxanthin II,HMDB0012281,0,2333.386475,3436824.5,FALSE,0.001955865,,
UTHSA,1-0_Sec5_S5_SM_Neg_20220511_GZ,2022-05-12_06h14m15s,C21H43O6P,M-H,,C21H43O6P-H-,421.2724099,0.0188048,0.5,0.020271993,0.931965203,0.995341803,DHAP(18:0e),HMDB0011142,0,1003.724243,245057.2344,FALSE,0.008384188,,
UTHSA,1-0_Sec5_S5_SM_Neg_20220511_GZ,2022-05-12_06h14m15s,C7H14N2O4,M-H,,C7H14N2O4-H-,189.0880413,0.018733,0.5,0.019263253,0.976399023,0.995979701,"Alanyl-Threonine, Threoninyl-Alanine, Diaminopimelic acid, 2-Amino-4-[(2-hydroxy-1-oxopropyl)amino]butanoic acid, N-(gamma-Glutamyl)ethanolamine","HMDB0028697, HMDB0029054, HMDB0001370, HMDB0031412, HMDB0039222",0,2688.605225,10965456,FALSE,0.001551437,,
UTHSA,1-0_Sec5_S5_SM_Neg_20220511_GZ,2022-05-12_06h14m15s,C8H10O5,M+Cl,,C8H10O5+Cl-,221.0221855,0.0187004,0.5,0.021031799,0.890656098,0.998305085,Erinapyrone C,HMDB0041026,0,1489.886719,125651.8281,FALSE,0.152660429,,
UTHSA,1-0_Sec5_S5_SM_Neg_20220511_GZ,2022-05-12_06h14m15s,C8H9NO4,M-H,,C8H9NO4-H-,182.0458421,0.0186948,0.5,0.0193966,0.975286463,0.988238771,4-Pyridoxic acid,HMDB0000017,0,996.4040527,477787.625,TRUE,0.500895083,,
UTHSA,1-0_Sec5_S5_SM_Neg_20220511_GZ,2022-05-12_06h14m15s,C20H31O6,M+Cl,,C20H31O6+Cl-,402.1814258,0.0185814,0.5,0.022167942,0.849885792,0.986261883,19-hydroxyprostaglandin H2(1-),HMDB0062683,0,1757.874023,582219.875,TRUE,0.999824107,,C18H29N3O5+Cl-
UTHSA,1-0_Sec5_S5_SM_Neg_20220511_GZ,2022-05-12_06h14m15s,C9H6N2O3,M-H,,C9H6N2O3-H-,189.0305264,0.0185463,0.5,0.019095094,0.971506583,0.999745734,Nitroxoline,HMDB0015491,0,42192.59766,9640244,TRUE,0.98912245,,
UTHSA,1-0_Sec5_S5_SM_Neg_20220511_GZ,2022-05-12_06h14m15s,C12H11N3,M+Cl,,C12H11N3+Cl-,232.0646594,0.0185268,0.5,0.02169457,0.874311335,0.976747779,"3-Amino-1-methyl-5H-pyrido[4,3-b]indole",HMDB0033188,0,1037.887695,774438.75,TRUE,0.807632267,,
UTHSA,1-0_Sec5_S5_SM_Neg_20220511_GZ,2022-05-12_06h14m15s,C14H27NO5,M+Cl,,C14H27NO5+Cl-,324.158285,0.018512,0.5,0.021467162,0.863974877,0.998110456,3-hydroxyhexanoyl carnitine,HMDB0061633,0,8240.100586,3819215,TRUE,0.99982506,,C15H31NS2+Cl-
UTHSA,1-0_Sec5_S5_SM_Neg_20220511_GZ,2022-05-12_06h14m15s,C9H18O2S,M+Cl,,C9H18O2S+Cl-,225.0721126,0.0184488,0.5,0.021737878,0.854501882,0.993202293,"(+/-)-Isobutyl 3-methylthiobutyrate, 3-Mercaptoheptyl acetate, (S)-3-Methylthiohexyl acetate","HMDB0032346, HMDB0032372, HMDB0032427",0,2344.745117,547865.1875,TRUE,0.998520672,,"C9H16O4+Cl-, C8H15NO4+Cl-"
UTHSA,1-0_Sec5_S5_SM_Neg_20220511_GZ,2022-05-12_06h14m15s,C16H24N2O3,M+Cl,,C16H24N2O3+Cl-,327.1480547,0.0184476,0.5,0.02132806,0.869147862,0.995164076,Carteolol,HMDB0014662,0,2128.67749,324294.8125,TRUE,0.999417424,,
UTHSA,1-0_Sec5_S5_SM_Neg_20220511_GZ,2022-05-12_06h14m15s,C8H7N3O5,M-H,,C8H7N3O5-H-,224.0312547,0.0183984,0.5,0.019342182,0.973405266,0.977192982,"Dinitolmide, Furazolidone","HMDB0032558, HMDB0014752",0,1483.62146,914219.0625,TRUE,0.977227986,,
UTHSA,1-0_Sec5_S5_SM_Neg_20220511_GZ,2022-05-12_06h14m15s,C8H15NO4,M+Cl,,C8H15NO4+Cl-,224.06947,0.0183807,0.5,0.020793176,0.884889274,0.998967514,"N-Methylcalystegine B2, N-lactoyl-Valine, 2-hydroxyhexanoylglycine, 5-hydroxyhexanoylglycine, 3-hydroxyhexanoylglycine, 4-hydroxyhexanoylglycine, 1-hydroxyhexanoylglycine","HMDB0036604, HMDB0062181, HMDB0094719, HMDB0094722, HMDB0094720, HMDB0094721, HMDB0094718",0,24853.42188,6975153.5,TRUE,0.550772488,,C9H18O2S+Cl-
UTHSA,1-0_Sec5_S5_SM_Neg_20220511_GZ,2022-05-12_06h14m15s,C10H16O6,M-H,,C10H16O6-H-,231.0873725,0.0183032,0.5,0.019084987,0.968201025,0.990532712,Glycerol 1-propanoate diacetate,HMDB0031640,0,4441.185059,1272438,TRUE,0.999818623,,
UTHSA,1-0_Sec5_S5_SM_Neg_20220511_GZ,2022-05-12_06h14m15s,C8H14N2O6,M+Cl,,C8H14N2O6+Cl-,269.0545482,0.0181806,0.5,0.024155215,0.775733594,0.970254958,"Aspartyl-Threonine, Threoninyl-Aspartate, gamma-Glutamylserine, L-beta-aspartyl-L-threonine, Glutamylserine","HMDB0028763, HMDB0029057, HMDB0029158, HMDB0011169, HMDB0028828",0,1310.473511,1401500,FALSE,0.010582525,,C12H9F3N2O2-H-
UTHSA,1-0_Sec5_S5_SM_Neg_20220511_GZ,2022-05-12_06h14m15s,C20H28O6S,M+Cl,,C20H28O6S+Cl-,431.1300214,0.0181703,0.5,0.021736554,0.838058971,0.99746244,Eremopetasitenin A2,HMDB0030900,0,17837.09375,2525751.5,TRUE,0.993764758,,
UTHSA,1-0_Sec5_S5_SM_Neg_20220511_GZ,2022-05-12_06h14m15s,C4H9O7P,M-H,,C4H9O7P-H-,199.0012734,0.0181666,0.5,0.018468912,0.98481345,0.998799445,D-Erythrose 4-phosphate,HMDB0001321,0,8459.654297,14122829,FALSE,0.022282591,,
UTHSA,1-0_Sec5_S5_SM_Neg_20220511_GZ,2022-05-12_06h14m15s,C13H16O4,M-H,,C13H16O4-H-,235.0975433,0.0180886,0.5,0.018897759,0.960062121,0.997002725,"Ethyl vanillin isobutyrate, Carboxy-ibuprofen, 4-hydroxy-2-methoxy-3-(3-methylbut-2-en-1-yl)benzoic acid, 2-hydroxy-2-[4-hydroxy-3-(3-methylbut-2-en-1-yl)phenyl]acetic acid, 4-hydroxy-3-methoxy-5-(3-methylbut-2-en-1-yl)benzoic acid","HMDB0037683, HMDB0060564, HMDB0124833, HMDB0135908, HMDB0140425",0,4639.595215,1525943.625,TRUE,0.99980396,,C10H18NO3+Cl-
UTHSA,1-0_Sec5_S5_SM_Neg_20220511_GZ,2022-05-12_06h14m15s,C14H21NO9,M-H,,C14H21NO9-H-,346.1143156,0.0180664,0.5,0.019035944,0.956011352,0.992734413,Dide-O-methylsimmondsin,HMDB0041207,0,1360.884766,354450.0313,TRUE,0.997664809,,
UTHSA,1-0_Sec5_S5_SM_Neg_20220511_GZ,2022-05-12_06h14m15s,C17H19N5O3,M+Cl,,C17H19N5O3+Cl-,376.1181516,0.0180596,0.5,0.021215271,0.853886997,0.9969163,"Histidinyl-Tryptophan, Tryptophyl-Histidine","HMDB0028896, HMDB0029085",0,1555.866455,210534.5625,TRUE,0.991674006,,"C16H23NO7+Cl-, C24H21ClO2-H-"
UTHSA,1-0_Sec5_S5_SM_Neg_20220511_GZ,2022-05-12_06h14m15s,C9H13N2O8P,M-H,,C9H13N2O8P-H-,307.0336362,0.0179903,0.5,0.018650919,0.96879794,0.995646259,dUMP,HMDB0001409,0,792.7068481,105932.0859,TRUE,0.716786206,,C11H14N2O4S+Cl-
UTHSA,1-0_Sec5_S5_SM_Neg_20220511_GZ,2022-05-12_06h14m15s,C19H20O9S,M-H,,C19H20O9S-H-,423.0754873,0.0178989,0.5,0.019313693,0.929836734,0.996674401,"(8-{2-[(3-methylbut-2-enoyl)oxy]propan-2-yl}-2-oxo-2H,8H,9H-furo[2,3-h]chromen-9-yl)oxidanesulfonic acid",HMDB0128922,0,3115.141113,622566.875,TRUE,0.994872034,,C17H17ClN6O3+Cl-
UTHSA,1-0_Sec5_S5_SM_Neg_20220511_GZ,2022-05-12_06h14m15s,C25H31NO3,M-H,,C25H31NO3-H-,392.2230782,0.0178771,0.5,0.020483067,0.874546246,0.997972973,Acidissiminol,HMDB0038618,0,1553.328491,212600,TRUE,0.927050352,,
UTHSA,1-0_Sec5_S5_SM_Neg_20220511_GZ,2022-05-12_06h14m15s,C19H18O7,M+Cl,,C19H18O7+Cl-,393.074615,0.017875,0.5,0.02118607,0.849273564,0.993452381,"Chrysoobtusin, 12alpha-Hydroxymunduserone, 5,8-Dihydroxy-3-(4-hydroxybenzyl)-7-methoxy-4-chromanone 8-acetate, 5-Hydroxy-3',4',7,8-tetramethoxyflavone, Aflatoxin ExB2, 7-Hydroxy-3',4',5,6-tetramethoxyflavone, 3'-Hydroxy-4',5',7,8-tetramethoxyflavone, 4'-Hydroxy-5,6,7,8-tetramethoxyflavone, 5-hydroxy-3,6,7,8-tetramethoxy-2-phenyl-4H-chromen-4-one","HMDB0034218, HMDB0035070, HMDB0037252, HMDB0037598, HMDB0038805, HMDB0038845, HMDB0040322, HMDB0040724, HMDB0137996",0,1219.403442,210569.4844,TRUE,0.990559757,,
UTHSA,1-0_Sec5_S5_SM_Neg_20220511_GZ,2022-05-12_06h14m15s,C15H24NO4PS,M+Cl,,C15H24NO4PS+Cl-,380.0857275,0.0177724,0.5,0.020860049,0.864065301,0.986017094,Isofenphos,HMDB0031796,0,1181.900513,515880.5938,TRUE,0.996147037,,C22H18O4+Cl-
UTHSA,1-0_Sec5_S5_SM_Neg_20220511_GZ,2022-05-12_06h14m15s,C6H12N2O5,M-H,,C6H12N2O5-H-,191.0673058,0.0177039,0.5,0.018158534,0.978758851,0.996123979,Serylserine,HMDB0029048,0,2437.569824,10417814,FALSE,0.000366618,,
UTHSA,1-0_Sec5_S5_SM_Neg_20220511_GZ,2022-05-12_06h14m15s,C19H20O12,M-H,,C19H20O12-H-,439.0881604,0.0176821,0.5,0.018927377,0.936290562,0.997777778,"3,5-Dihydroxyphenyl 1-O-(6-O-galloyl-beta-D-glucopyranoside)",HMDB0039307,0,833.0532837,90388.60156,FALSE,0.012904161,,
UTHSA,1-0_Sec5_S5_SM_Neg_20220511_GZ,2022-05-12_06h14m15s,C14H20O6,M-H,,C14H20O6-H-,283.1186727,0.0176668,0.5,0.018471303,0.958967953,0.997368421,2-Phenylethyl beta-D-glucopyranoside,HMDB0029819,0,759.0700073,84155.34375,TRUE,0.995777011,,
UTHSA,1-0_Sec5_S5_SM_Neg_20220511_GZ,2022-05-12_06h14m15s,C14H20O8,M-H,,C14H20O8-H-,315.1085019,0.0176494,0.5,0.018746365,0.954802729,0.98604888,"Hydroxytyrosol 1-O-glucoside, Vanilloloside","HMDB0041024, HMDB0032013",0,1065.870239,437532.0938,TRUE,0.995939255,,
UTHSA,1-0_Sec5_S5_SM_Neg_20220511_GZ,2022-05-12_06h14m15s,C10H16N2O5,M-H,,C10H16N2O5-H-,243.0986059,0.0176334,0.5,0.01879871,0.945144814,0.99245245,"Hydroxyprolyl-Hydroxyproline, gamma-Glutamylproline, Carbidopa, Glutamylproline, (2S,4S)-Pinnatanine","HMDB0028864, HMDB0029157, HMDB0014336, HMDB0028827, HMDB0029439",0,4052.546387,4194724,TRUE,0.693962991,,
UTHSA,1-0_Sec5_S5_SM_Neg_20220511_GZ,2022-05-12_06h14m15s,C17H20N2O8S,M-H,,C17H20N2O8S-H-,411.0867207,0.0175942,0.5,0.018849264,0.936620863,0.996575342,Zileuton O-glucuronide,HMDB0060914,0,784.6681519,68680.88281,TRUE,0.861609697,,
UTHSA,1-0_Sec5_S5_SM_Neg_20220511_GZ,2022-05-12_06h14m15s,C16H22O4,M+Cl,,C16H22O4+Cl-,313.1211712,0.0174029,0.5,0.019675945,0.885126114,0.999267399,"Alpha-CEHC, Diisobutyl phthalate, Monoethylhexyl phthalic acid, Dibutyl phthalate, bis(3-methylbut-2-en-1-yl)benzene-1,2,3,5-tetrol, 2-[(3,3-dimethyloxiran-2-yl)methyl]-4-(3-methylbut-2-en-1-yl)benzene-1,3,5-triol, 2-(4-hydroxy-3-methylbut-2-en-1-yl)-4-(3-methylbut-2-en-1-yl)benzene-1,3,5-triol, 4-(3,7-dimethylocta-2,6-dien-1-yl)benzene-1,2,3,5-tetrol, 2-{[3-methyl-3-(4-methylpent-3-en-1-yl)oxiran-2-yl]methyl}benzene-1,3,5-triol, 2-[5-(3,3-dimethyloxiran-2-yl)-3-methylpent-2-en-1-yl]benzene-1,3,5-triol, 2-[(2Z)-4-hydroxy-3-(4-methylpent-3-en-1-yl)but-2-en-1-yl]benzene-1,3,5-triol, 2-(4-hydroxy-3,7-dimethylocta-2,6-dien-1-yl)benzene-1,3,5-triol, 2-(5-hydroxy-3,7-dimethylocta-2,6-dien-1-yl)benzene-1,3,5-triol, 2-[(6E)-8-hydroxy-3,7-dimethylocta-2,6-dien-1-yl]benzene-1,3,5-triol, 2-(8-hydroxy-3,7-dimethylocta-2,6-dien-1-yl)benzene-1,3,5-triol","HMDB0001518, HMDB0013835, HMDB0013248, HMDB0033244, HMDB0133047, HMDB0133048, HMDB0133045, HMDB0133084, HMDB0133085, HMDB0133086, HMDB0133087, HMDB0133088, HMDB0133089, HMDB0133090, HMDB0133091",0,33061.21094,657045.25,FALSE,0.163334921,,
UTHSA,1-0_Sec5_S5_SM_Neg_20220511_GZ,2022-05-12_06h14m15s,C15H32O2Si,M+Cl,,C15H32O2Si+Cl-,307.1865188,0.0173927,0.5,0.020440385,0.852865986,0.997691198,"Dodecanoic acid,trimethylsilyl ester",HMDB0094677,0,747.0436401,98257.97656,TRUE,0.995221078,,C16H30O3+Cl-
UTHSA,1-0_Sec5_S5_SM_Neg_20220511_GZ,2022-05-12_06h14m15s,C20H32O5,M-H,,C20H32O5-H-,351.2176584,0.0173635,0.5,0.018617957,0.934825188,0.997644928,"Prostaglandin E2, (13E)-11a-Hydroxy-9,15-dioxoprost-13-enoic acid, Prostaglandin I2, Prostaglandin H2, Prostaglandin D2, Thromboxane A2, 20-Hydroxy-leukotriene B4, Prostaglandin F3a, 8-iso-PGF3a, Levuglandin E2, Levuglandin D2, 13,14-Dihydro-15-keto-PGE2, 15-Keto-prostaglandin F2a, Lipoxin A4, 8-iso-15-keto-PGF2a, Lipoxin B4, 8-isoprostaglandin E2, (5Z)-(15S)-11alpha-Hydroxy-9,15-dioxoprostanoate, 13,14-Dihydro-15-oxo-lipoxin A4, 15-Epi-lipoxin A4, Cinncassiol D1, Cinncassiol D4, Sterebin B, Sterebin C, (ent-6alpha,7alpha,16alphaH)-6,7,17-Trihydroxy-19-kauranoic acid, 11b-PGE2, 13,14-Dihydro-15-keto-PGD2, 15-oxo-5S,6R-dihydroxy-7E,9E,11Z-eicosatrienoic acid, 5-hydroperoxy-15-HETE","HMDB0001220, HMDB0001320, HMDB0001335, HMDB0001381, HMDB0001403, HMDB0001452, HMDB0001509, HMDB0002122, HMDB0002132, HMDB0002363, HMDB0002400, HMDB0002776, HMDB0004240, HMDB0004385, HMDB0005077, HMDB0005082, HMDB0005844, HMDB0012481, HMDB0012564, HMDB0012587, HMDB0034676, HMDB0035064, HMDB0035338, HMDB0035339, HMDB0036756, HMDB0060041, HMDB0060042, HMDB0062291, HMDB0062798",0,938.012146,172410.1719,FALSE,0.240180418,,
UTHSA,1-0_Sec5_S5_SM_Neg_20220511_GZ,2022-05-12_06h14m15s,C10H18O9,M-H,,C10H18O9-H-,281.0877665,0.0173186,0.5,0.018267788,0.967928717,0.979450119,"Arabinopyranobiose, Xylobiose, Arabinofuranobiose, 3-O-alpha-L-Arabinopyranosyl-L-arabinose, 5-O-a-L-Arabinofuranosyl-L-arabinose, 2-O-b-D-Xylopyranosyl-L-arabinose, 5-O-beta-D-Xylopyranosyl-L-arabinose","HMDB0029619, HMDB0029894, HMDB0029918, HMDB0038855, HMDB0038880, HMDB0038881, HMDB0038882",0,1481.899658,2736663.25,FALSE,0.016860353,,"C14H16N2O2+Cl-, C15H18O3+Cl-"
UTHSA,1-0_Sec5_S5_SM_Neg_20220511_GZ,2022-05-12_06h14m15s,C22H29N3O6S,M-H,,C22H29N3O6S-H-,462.1703907,0.017314,0.5,0.036807323,0.471281964,0.99811828,Pivampicillin,HMDB0015542,0,819.1085815,105550.6875,TRUE,0.999319434,,
UTHSA,1-0_Sec5_S5_SM_Neg_20220511_GZ,2022-05-12_06h14m15s,C12H8N2O2,M-H,,C12H8N2O2-H-,211.0512618,0.0172876,0.5,0.017972548,0.962226803,0.999651325,Questiomycin A,HMDB0030483,0,27810.48633,4661263.5,TRUE,0.991524994,,
UTHSA,1-0_Sec5_S5_SM_Neg_20220511_GZ,2022-05-12_06h14m15s,C19H20O5,M+Cl,,C19H20O5+Cl-,363.1004358,0.0172786,0.5,0.019611124,0.881590578,0.999401198,"Acutilobin, 6-[(E)-2-(2,4-dihydroxyphenyl)ethenyl]-3-(3-methylbut-2-en-1-yl)benzene-1,2,4-triol, 2-[(E)-2-[3,5-dihydroxy-4-(3-methylbut-2-en-1-yl)phenyl]ethenyl]benzene-1,3,5-triol, 5-[(E)-2-[3,5-dihydroxy-4-(3-methylbut-2-en-1-yl)phenyl]ethenyl]benzene-1,2,4-triol, 4-[(E)-2-[3,5-dihydroxy-4-(3-methylbut-2-en-1-yl)phenyl]ethenyl]benzene-1,2,3-triol, 5-[3-(2,4-dihydroxyphenyl)oxiran-2-yl]-2-(3-methylbut-2-en-1-yl)benzene-1,3-diol, 5-[(E)-2-(2,4-dihydroxyphenyl)ethenyl]-2-[(3,3-dimethyloxiran-2-yl)methyl]benzene-1,3-diol, 5-[(E)-2-(3,4-dihydroxyphenyl)ethenyl]-2-[(1E)-3-hydroxy-3-methylbut-1-en-1-yl]benzene-1,3-diol, 6-[(E)-2-(3,4-dihydroxyphenyl)ethenyl]-3-[(1E)-3-methylbut-1-en-1-yl]benzene-1,2,4-triol, 5-[(E)-2-{3,5-dihydroxy-4-[(1E)-3-methylbut-1-en-1-yl]phenyl}ethenyl]benzene-1,2,4-triol, 5-[(E)-2-{3,5-dihydroxy-4-[(1E)-3-methylbut-1-en-1-yl]phenyl}ethenyl]benzene-1,2,3-triol, 4-[(E)-2-{3,5-dihydroxy-4-[(1E)-3-methylbut-1-en-1-yl]phenyl}ethenyl]benzene-1,2,3-triol, 5-[3-(3,4-dihydroxyphenyl)oxiran-2-yl]-2-[(1E)-3-methylbut-1-en-1-yl]benzene-1,3-diol, 5-[(E)-2-(3,4-dihydroxyphenyl)ethenyl]-2-[3-(propan-2-yl)oxiran-2-yl]benzene-1,3-diol, 5-[(E)-2-(3,4-dihydroxyphenyl)ethenyl]-2-[(1E)-4-hydroxy-3-methylbut-1-en-1-yl]benzene-1,3-diol, 1-(3,4-dihydroxyphenyl)-7-(4-hydroxyphenyl)heptane-3,5-dione","HMDB0040670, HMDB0125543, HMDB0125544, HMDB0125545, HMDB0125546, HMDB0125547, HMDB0125548, HMDB0129031, HMDB0129032, HMDB0129033, HMDB0129034, HMDB0129035, HMDB0129036, HMDB0129037, HMDB0129038, HMDB0141131",0,3301.339355,405409.4375,FALSE,0.008458271,,
UTHSA,1-0_Sec5_S5_SM_Neg_20220511_GZ,2022-05-12_06h14m15s,C7H13NO5,M+Cl,,C7H13NO5+Cl-,226.0487346,0.0172409,0.5,0.022836908,0.758833097,0.994890984,Calystegine C1,HMDB0031346,0,2038.940186,5897791.5,FALSE,0.002368349,,C8H17NS2+Cl-
UTHSA,1-0_Sec5_S5_SM_Neg_20220511_GZ,2022-05-12_06h14m15s,C11H15N5O4S,M-H,,C11H15N5O4S-H-,312.077159,0.0171826,0.5,0.018255843,0.955770183,0.984765803,(S)-5'-Deoxy-5'-(methylsulfinyl)adenosine,HMDB0033662,0,1244.936523,399230.0938,TRUE,0.999272645,,
UTHSA,1-0_Sec5_S5_SM_Neg_20220511_GZ,2022-05-12_06h14m15s,C16H17NO3,M+Cl,,C16H17NO3+Cl-,306.0902055,0.0171246,0.5,0.027809885,0.617248543,0.997610922,"Norhydromorphone, (Â±)-Tembamide, (E,E)-Trichostachine, (R)-Higenamine, Normorphine","HMDB0014004, HMDB0030639, HMDB0029374, HMDB0033103, HMDB0041959",0,4313.479492,532687.8125,TRUE,0.998834074,,C14H17N3O3S-H-
UTHSA,1-0_Sec5_S5_SM_Neg_20220511_GZ,2022-05-12_06h14m15s,C11H17NO6,M-H,,C11H17NO6-H-,258.0982716,0.0170992,0.5,0.017808707,0.96423789,0.995770817,"Osmaronin, Fumarycarnitine","HMDB0032769, HMDB0013134",0,8226.959961,2321970.25,TRUE,0.999449074,,
UTHSA,1-0_Sec5_S5_SM_Neg_20220511_GZ,2022-05-12_06h14m15s,C19H22O5S,M-H,,C19H22O5S-H-,361.1114788,0.0170863,0.5,0.018396174,0.932981258,0.995511583,"[3-(3-oxo-7-phenylheptyl)phenyl]oxidanesulfonic acid, [(5-oxo-1,7-diphenylheptan-2-yl)oxy]sulfonic acid, [(5-oxo-1,7-diphenylheptan-3-yl)oxy]sulfonic acid, [(3-oxo-1,7-diphenylheptan-4-yl)oxy]sulfonic acid, [(3-oxo-1,7-diphenylheptan-2-yl)oxy]sulfonic acid, [(5-oxo-1,7-diphenylheptyl)oxy]sulfonic acid, [(3-oxo-1,7-diphenylheptyl)oxy]sulfonic acid, [3-(5-oxo-7-phenylheptyl)phenyl]oxidanesulfonic acid, [4-(5-oxo-7-phenylheptyl)phenyl]oxidanesulfonic acid, [4-(3-oxo-7-phenylheptyl)phenyl]oxidanesulfonic acid","HMDB0134670, HMDB0134656, HMDB0134658, HMDB0134660, HMDB0134662, HMDB0134664, HMDB0134666, HMDB0134668, HMDB0134672, HMDB0134674",0,8101.478516,1163036,TRUE,0.995448411,,C19H21NO4+Cl-
UTHSA,1-0_Sec5_S5_SM_Neg_20220511_GZ,2022-05-12_06h14m15s,C15H18N2O3,M+Cl,,C15H18N2O3+Cl-,309.1011045,0.0170491,0.5,0.01992291,0.861454553,0.993381066,Imazamethabenz,HMDB0034885,0,3853.138672,1186938.25,FALSE,0.00265736,,"C11H19NO9-H-, C12H21NO6+Cl-"
UTHSA,1-0_Sec5_S5_SM_Neg_20220511_GZ,2022-05-12_06h14m15s,C16H19NO7,M+Cl,,C16H19NO7+Cl-,372.085514,0.0169598,0.5,0.019983631,0.859181017,0.987782205,1H-Indol-3-ylacetyl-myo-inositol,HMDB0031182,0,1377.750122,625349.0625,TRUE,0.966761529,,
UTHSA,1-0_Sec5_S5_SM_Neg_20220511_GZ,2022-05-12_06h14m15s,C5H10N2O4,M-H,,C5H10N2O4-H-,161.0567411,0.0168803,0.5,0.01723997,0.982306688,0.996774501,"Serylglycine, Glycyl-Serine, L-4-Hydroxyglutamine","HMDB0029039, HMDB0028850, HMDB0029424",0,3353.68042,11053479,FALSE,0.002139316,,
UTHSA,1-0_Sec5_S5_SM_Neg_20220511_GZ,2022-05-12_06h14m15s,C12H18O6,M-H,,C12H18O6-H-,257.1030226,0.0168704,0.5,0.017599866,0.961802631,0.996620785,"1,1'-(Tetrahydro-6a-hydroxy-2,3a,5-trimethylfuro[2,3-d]-1,3-dioxole-2,5-diyl)bis-ethanone",HMDB0032527,0,5002.928711,2767502.5,TRUE,0.999272525,,
UTHSA,1-0_Sec5_S5_SM_Neg_20220511_GZ,2022-05-12_06h14m15s,C17H16O7S,M-H,,C17H16O7S-H-,363.0543579,0.0168277,0.5,0.018828116,0.896852846,0.996544715,(4-{[2-methoxy-4-(prop-2-en-1-yl)phenoxy]carbonyl}phenyl)oxidanesulfonic acid,HMDB0135252,0,817.9931641,152702.9844,FALSE,0.123232,,
UTHSA,1-0_Sec5_S5_SM_Neg_20220511_GZ,2022-05-12_06h14m15s,C15H24S,M+Cl,,C15H24S+Cl-,271.1292335,0.0167595,0.5,0.019423135,0.864922295,0.997617021,"1,5,5,8-Tetramethyl-12-thiabicyclo[9.1.0]dodeca-3,7-diene, 3,7,7,10-Tetramethyl-12-thiabicyclo[9.1.0]dodeca-3,7-diene, Mintsulfide","HMDB0036468, HMDB0036469, HMDB0038151",0,4637.000488,840249.5,TRUE,0.964683175,,
UTHSA,1-0_Sec5_S5_SM_Neg_20220511_GZ,2022-05-12_06h14m15s,C12H12N2O2S,M-H,,C12H12N2O2S-H-,247.0546327,0.0167574,0.5,0.017753095,0.952202528,0.991294358,"Dapsone, Enoximone","HMDB0014395, HMDB0015599",0,1940.008057,4419136.5,FALSE,0.002595975,,C11H14O4+Cl-
